Equipo,Puntos
Almeria,3
Las Palmas,3
Villarreal,3
Sociedad,3
Getafe,3
Ath Bilbao,3
Cadiz,3
Sevilla,3
Ath Madrid,3
Celta,3
Mallorca,0
Osasuna,0
Betis,0
Vallecano,0
Barcelona,0
Granada,0
Valencia,0
Girona,0
Alaves,0
Real Madrid,0
