Equipo,Puntos
Girona,30
Real Madrid,24
Barcelona,24
Ath Bilbao,24
Ath Madrid,21
Sociedad,18
Cadiz,15
Valencia,15
Vallecano,15
Betis,15
Almeria,15
Las Palmas,15
Getafe,15
Alaves,12
Osasuna,12
Sevilla,12
Villarreal,12
Celta,12
Mallorca,12
Granada,9
