Equipo,Puntos
Almeria,24
Celta,24
Barcelona,24
Betis,21
Villarreal,21
Valencia,18
Alaves,18
Las Palmas,18
Sevilla,18
Sociedad,18
Ath Bilbao,18
Ath Madrid,15
Girona,15
Vallecano,15
Mallorca,15
Osasuna,15
Granada,15
Cadiz,15
Real Madrid,15
Getafe,15
