Equipo,Puntos
Almeria,12
Sociedad,9
Cadiz,6
Osasuna,6
Villarreal,6
Girona,6
Getafe,6
Alaves,6
Valencia,6
Sevilla,6
Celta,6
Granada,6
Betis,6
Ath Bilbao,6
Mallorca,6
Las Palmas,6
Vallecano,3
Barcelona,3
Ath Madrid,3
Real Madrid,3
