Equipo,Puntos
Almeria,15
Sociedad,12
Celta,9
Valencia,9
Betis,9
Osasuna,9
Getafe,9
Barcelona,9
Ath Bilbao,9
Villarreal,9
Alaves,9
Granada,9
Vallecano,9
Sevilla,9
Las Palmas,9
Girona,9
Real Madrid,6
Cadiz,6
Mallorca,6
Ath Madrid,6
