Equipo,Puntos
Almeria,27
Barcelona,27
Celta,24
Betis,24
Villarreal,21
Ath Bilbao,21
Alaves,18
Ath Madrid,18
Osasuna,18
Las Palmas,18
Valencia,18
Vallecano,18
Sevilla,18
Granada,18
Sociedad,18
Real Madrid,18
Girona,15
Mallorca,15
Cadiz,15
Getafe,15
